gene	clus	fdr	logFC	bjm_annot	bjm_misc_notes
MYO5B	X38	3.28e-15	4.558938218	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
TACR1	X38	2.09e-19	4.040799776	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CD36	X38	1.4e-06	3.795541747	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SPHKAP	X38	2.61e-11	3.591098296	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
COL25A1	X38	7.92e-08	3.397298029	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
LHX6	X38	1.21e-12	3.309712388	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
LYPD6	X38	2.49e-13	3.239933041	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SLC10A4	X38	5.51e-09	3.035110415	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
RAB3B	X38	1.88e-10	2.636763024	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CRHR2	X38	6.92e-05	2.491203344	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
NWD2	X38	0.000450515	2.434104174	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PCP4	X38	1.46e-08	2.365436577	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SNCA	X38	7.14e-15	2.323677142	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SHISAL2B	X38	5.46e-07	2.300044049	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PCLO	X38	3.1e-08	2.299743054	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
ECEL1	X38	0.002358376	2.11983034	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SNCG	X38	0.000105172	2.033339666	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
NECAB2	X38	5.94e-05	2.012781475	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CHGB	X38	0.000177957	1.991497114	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
GABRE	X38	0.012487588	1.916232029	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
ADARB1	X38	5.58e-05	1.837900167	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PTPRN	X38	0.000945184	1.77006341	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
BTBD11	X38	1.07e-05	1.710919711	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
RXRG	X38	2.72e-06	1.625194308	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CNTNAP3B	X38	0.000902228	1.579966359	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
FABP6	X38	7.06e-05	1.5797587	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
DCC	X38	0.000699259	1.558428043	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
RIT2	X38	0.005129068	1.536462046	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CCNA1	X38	0.021855088	1.510124699	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SULF1	X38	7.88e-05	1.43208466	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PSEN2	X38	9.79e-05	1.424454192	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
GLRA3	X38	0.040680849	1.388495437	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CDH13	X38	0.017934583	1.386680199	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CUX2	X38	0.013129231	1.352143358	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
ANK1	X38	0.011330689	1.320282777	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PLCH1	X38	0.002140934	1.313438927	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
HS3ST2	X38	0.061442881	1.311739109	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CCNB2	X38	0.05289706	1.264432134	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
NNAT	X38	0.011083366	1.212759714	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
B4GALNT1	X38	0.004821074	1.17516315	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
ZCCHC12	X38	0.033904701	1.15086856	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
TENM1	X38	0.039248711	1.112212107	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
C2orf80	X38	0.025134603	1.079055964	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
DOC2A	X38	0.075861425	1.060946948	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
MC4R	X38	0.082904213	1.049044977	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
KRT18	X38	8.66e-05	0.988316691	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
GFOD1	X38	0.000968282	0.974252999	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
MYT1L	X38	0.000902228	0.963322279	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
RELN	X38	0.089715536	0.94632322	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SYNPR	X38	0.038789851	0.866213919	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
NTNG2	X38	0.05021312	0.861520664	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
RRAGB	X38	5.94e-05	0.690024883	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
PROKR1	X38	0.090921071	0.661058707	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
MYO16	X38	0.040763282	0.599527759	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SAMD5	X38	0.085309971	0.598020774	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
NTRK3	X38	0.089715536	0.559166102	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
SLC24A3	X38	0.073067786	0.531301088	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
APP	X38	0.075861425	0.43831833	DISCARD	Sparse cell type only in 3-4 samples (looks like spatially in far dorsolateral corners, so not expected to be collected in all samps)
CNDP1	X39	2.69e-11	4.558987105	DISCARD	Slide-specific cluster (X99)
MYRF	X39	7.15e-11	4.1805105	DISCARD	Slide-specific cluster (X99)
MAG	X39	1.55e-08	4.07134006	DISCARD	Slide-specific cluster (X99)
CLDN11	X39	1.95e-11	3.96687434	DISCARD	Slide-specific cluster (X99)
CDH1	X39	3.88e-10	3.698753503	DISCARD	Slide-specific cluster (X99)
ERBB3	X39	1.02e-10	3.693573584	DISCARD	Slide-specific cluster (X99)
WIF1	X39	2.21e-07	3.620793479	DISCARD	Slide-specific cluster (X99)
MOG	X39	5.73e-10	3.596035178	DISCARD	Slide-specific cluster (X99)
UGT8	X39	6.58e-09	3.547440426	DISCARD	Slide-specific cluster (X99)
KLK6	X39	9.05e-06	3.404166167	DISCARD	Slide-specific cluster (X99)
CRYM	X39	5.39e-07	3.364524298	DISCARD	Slide-specific cluster (X99)
CNTN2	X39	1.81e-10	3.122761742	DISCARD	Slide-specific cluster (X99)
SOX10	X39	1.67e-09	3.087974575	DISCARD	Slide-specific cluster (X99)
ERMN	X39	4.48e-08	2.94330598	DISCARD	Slide-specific cluster (X99)
ST18	X39	2.46e-08	2.821243573	DISCARD	Slide-specific cluster (X99)
MAL	X39	1.89e-08	2.665804219	DISCARD	Slide-specific cluster (X99)
OPALIN	X39	5.74e-07	2.656509836	DISCARD	Slide-specific cluster (X99)
PCSK6	X39	3.21e-08	2.600692273	DISCARD	Slide-specific cluster (X99)
ELOVL2	X39	2.95e-09	2.451747485	DISCARD	Slide-specific cluster (X99)
OLIG2	X39	9.25e-06	2.27150845	DISCARD	Slide-specific cluster (X99)
FGFR2	X39	4.28e-09	2.227444711	DISCARD	Slide-specific cluster (X99)
CAPN3	X39	7.68e-05	2.187893547	DISCARD	Slide-specific cluster (X99)
RDH10	X39	1.51e-06	2.132662548	DISCARD	Slide-specific cluster (X99)
CTNNA3	X39	1.86e-05	2.061506731	DISCARD	Slide-specific cluster (X99)
NES	X39	5.24e-05	1.80821733	DISCARD	Slide-specific cluster (X99)
MOBP	X39	0.000538754	1.578749629	DISCARD	Slide-specific cluster (X99)
PSEN1	X39	1.68e-11	1.504816766	DISCARD	Slide-specific cluster (X99)
OLIG1	X39	1.64e-05	1.483758546	DISCARD	Slide-specific cluster (X99)
PROX1	X39	0.00015428	1.431452683	DISCARD	Slide-specific cluster (X99)
ANXA1	X39	0.087170371	1.390163362	DISCARD	Slide-specific cluster (X99)
CALCRL	X39	0.048192154	1.237695473	DISCARD	Slide-specific cluster (X99)
CAV1	X39	0.066284819	1.17712965	DISCARD	Slide-specific cluster (X99)
MEIS2	X39	0.011392759	1.144589187	DISCARD	Slide-specific cluster (X99)
UNC5B	X39	5.76e-05	1.106362006	DISCARD	Slide-specific cluster (X99)
CXCL14	X39	0.008260359	1.068372438	DISCARD	Slide-specific cluster (X99)
ALK	X39	0.05332048	1.023418976	DISCARD	Slide-specific cluster (X99)
PLCH1	X39	0.031108292	0.814758509	DISCARD	Slide-specific cluster (X99)
ENOX2	X39	0.018929005	0.788839179	DISCARD	Slide-specific cluster (X99)
PTGDS	X39	0.011665392	0.677147893	DISCARD	Slide-specific cluster (X99)
SOX2	X39	0.054167078	0.646972144	DISCARD	Slide-specific cluster (X99)
EFHD1	X39	0.077305658	0.602107149	DISCARD	Slide-specific cluster (X99)
NCSTN	X39	0.022466652	0.596569089	DISCARD	Slide-specific cluster (X99)
MYO16	X39	0.094685572	0.423325326	DISCARD	Slide-specific cluster (X99)
APP	X39	0.056062331	0.40106901	DISCARD	Slide-specific cluster (X99)
AVP	X40	2.77e-17	6.568573446	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
OXT	X40	3.87e-17	4.811476236	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
ADRA1B	X40	1.01e-11	4.138654133	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CNDP1	X40	9.24e-11	4.092045596	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
MAG	X40	1.45e-09	3.976006267	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
GAL	X40	3.47e-07	3.764990861	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
MYRF	X40	2.44e-10	3.738433874	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
KLK6	X40	1.7e-07	3.67365626	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
UGT8	X40	7.76e-10	3.427447957	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CLDN11	X40	4.11e-10	3.397108883	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
PCSK1	X40	4.66e-14	3.351201483	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
NWD2	X40	4.89e-09	3.247432165	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
OPALIN	X40	4.96e-10	3.012510832	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
MOG	X40	2.2e-08	2.987079607	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
ERBB3	X40	2.2e-08	2.947192037	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CDH1	X40	7.99e-08	2.933766688	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CNTN2	X40	4.11e-10	2.801730138	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
MAL	X40	4.04e-10	2.71750427	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CAPN3	X40	9.86e-08	2.704520044	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
NPY2R	X40	2.68e-06	2.684009892	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
ST18	X40	1.66e-08	2.628545461	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
ERMN	X40	1.32e-07	2.615897379	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
PCSK6	X40	6.44e-09	2.504892254	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
SOX10	X40	1.52e-07	2.478905827	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
HTR2A	X40	2.36e-08	2.404866106	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
SLIT3	X40	2.1e-06	2.392923253	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
SPHKAP	X40	5.3e-07	2.2904747	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CTNNA3	X40	1.64e-06	2.135889484	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
COL25A1	X40	0.000145887	2.046749229	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
OLIG2	X40	5.07e-05	1.956648187	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
TRPC5	X40	0.000223035	1.856473036	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
MOBP	X40	2.89e-05	1.783155995	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
PROX1	X40	1.69e-06	1.6698701	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
CDH12	X40	0.001108982	1.498007899	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
FGFR2	X40	2.83e-05	1.497066697	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
EFHD1	X40	8.19e-05	1.246910464	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
ECEL1	X40	0.042970001	1.228229855	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
OLIG1	X40	0.000264307	1.195017877	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
HHATL	X40	0.008866906	1.154893672	Unsure_AVP-OXT	This cluster IS present in almost every sample, but hard to say what it is. In previous results, we had annotated it as mixed microglia-supraoptic
