gene_symbol	xenium_gene	disorders	tested_tf	xpr_vVMH	xpr_vVMH_M	xpr_vVMH_F	xpr_vARC	xpr_vARC_M	xpr_vARC_F	vARC_sexDE_fdrsig	vVMH_sexDE_fdrsig	vARC_sexDE_nomsig	vVMH_sexDE_nomsig	xARC_sexDE_FDRpt1clusts	xVMH_sexDE_FDRpt1clusts
AC092079.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXB1	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AC009654.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC037433.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ANXA2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
ICE2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RORA-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RORA	No	BMI, ASD, NDD, MDD	YES	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
AC107241.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC009560.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC009560.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC009560.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RORA-AS2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC022898.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC022898.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC107905.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC104574.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC104574.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC018618.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02349	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
VPS13C	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC104590.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C2CD4A	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C2CD4B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC126323.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC032011.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TLN2	No	BMI, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC100839.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC103740.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC103740.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TPM1	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
TPM1-AS	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC079328.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC087612.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LACTB	No	AD, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RPS27L	No	BMI, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RAB8B	No	BMI, AD, SCZ, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
APH1B	No	ADHD, AD, SCZ, BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CA12	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC02568	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC007950.1	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC007950.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
USP3	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
USP3-AS1	No	BMI, MDD	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
FBXL22	No	MDD	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
HERC1	No	BMI, MDD, AD, SCZ, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DAPK2	No	BMI, ADHD, MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CIAO2A	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SNX1	No	BMI, MDD, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SNX22	No	AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PPIB	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	NO	NO
CSNK1G1	No	MDD, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	NO	NO
PCLAF	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TRIP4	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ZNF609	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC091231.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
OAZ2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC100830.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100830.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100830.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RBPMS2	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PIF1	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
PLEKHO2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC069368.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ANKDD1A	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC103691.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC103691.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SPG21	No	MDD, AUD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MTFMT	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SLC51B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC013553.3	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
RASL12	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
KBTBD13	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC013553.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
UBAP1L	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PDCD7	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CLPX	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CILP	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PARP16	No	BMI	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
IGDCC3	No		NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
IGDCC4	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DPP8	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HACD3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
INTS14	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SLC24A1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC011939.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DENND4A	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
RAB11A	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC011939.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MEGF11	No	MDD, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC055855.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DIS3L	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TIPIN	No	BMI, MDD	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MAP2K1	No	BMI, NDD, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC116913.1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SNAPC5	No	MDD	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RPL4	No	AD, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
ZWILCH	No	BMI, MDD, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LCTL	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01169	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SMAD6	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC013564.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC110048.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02206	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC087482.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SMAD3	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AAGAB	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
IQCH	No	BMI	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
IQCH-AS1	No	BMI	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
C15orf61	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC016355.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MAP2K5	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SKOR1	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC009292.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PIAS1	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
CALML4	No	BMI, OCD	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
CLN6	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC107871.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FEM1B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ITGA11	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100825.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CORO2B	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ANP32A	No	BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SPESP1	No		NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO
AC087639.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NOX5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC027088.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
EWSAT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC027088.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GLCE	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC026992.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC026992.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PAQR5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC027237.3	No		NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
KIF23	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RPLP1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	NO	NO
AC027237.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DRAIC	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100826.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TLE3	No	BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
AC048383.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC009434.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC02204	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SALRNA2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
UACA	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC009269.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LARP6	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC009269.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LRRC49	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
THAP10	No	ADHD, MDD	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
THSD4	Yes		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	Tanycyte_1	NO
CT62	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
THSD4-AS1	No		NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC108861.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NR2E3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC104938.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MYO9A	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SENP8	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC020779.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GRAMD2A	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
PKM	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PARP6	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC009690.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CELF6	No	ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HEXA	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HEXA-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TMEM202	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TMEM202-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC079322.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ARIH1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC02259	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100827.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GOLGA6B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
HIGD2B	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BBS4	No	BMI, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ADPGK	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ADPGK-AS1	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC103874.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NEO1	No	ADHD, BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HCN4	No	BMI, SCZ	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
NPTN	No	BMI, MDD, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NPTN-IT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CD276	No	MDD, BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC022188.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
INSYN1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
INSYN1-AS1	No		NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC018943.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LOXL1-AS1	No	MDD	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO
LOXL1	No	BMI, MDD	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
STOML1	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PML	No	BMI, MDD, SCZ	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC013486.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GOLGA6A	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ISLR2	No	BMI, MDD	NO	YES	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO
AC010931.2	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC010931.3	No	MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ISLR	No	BMI, MDD	NO	NO	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
STRA6	No	BMI, MDD, NDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CCDC33	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC023300.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC023300.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CYP11A1	No	BMI, AD	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
AC090826.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SEMA7A	No	BMI	NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AC090826.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
UBL7	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
UBL7-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ARID3B	No	BMI	NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
CLK3	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC100835.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC100835.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
EDC3	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CYP1A1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CYP1A2	No	SCZ	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CSK	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LMAN1L	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CPLX3	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ULK3	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SCAMP2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MPI	No	BMI, MDD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FAM219B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
COX5A	No	BMI, Panic	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RPP25	No	BMI, Panic	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SCAMP5	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PPCDC	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
C15orf39	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC113208.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC113208.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GOLGA6C	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
COMMD4	No	ADHD, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC068338.3	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NEIL1	No	MDD, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MAN2C1	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC068338.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SIN3A	No	AD, ASD, NDD	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC105137.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PTPN9	No	AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SNUPN	No	BMI, ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC105020.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC105020.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
IMP3	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC105020.6	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC105020.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SNX33	No		NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
CSPG4	Yes		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	Tanycyte_2	NO
AC105020.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ODF3L1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DNM1P35	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC019294.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC019294.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
UBE2Q2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FBXO22	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NRG4	No		NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
TMEM266	No	BMI	NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AC091100.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ETFA	No	BMI, NDD, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ISL2	No	SCZ	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SCAPER	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RCN2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PSTPIP1	No	BMI, MDD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TSPAN3	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC090181.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC090181.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PEAK1	No	ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HMG20A	No	BMI, ADHD	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC046168.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AC046168.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINGO1	No	BMI, MDD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINGO1-AS1	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINGO1-AS2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TBC1D2B	No	SCZ, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AC104758.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SH2D7	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
