gene	cluster_set	cluster
ENC1	hvg20_SNNk15	7
SMIM10L2B	hvg20_SNNk15	7
PNMA6F	hvg20_SNNk15	7
MLLT11	hvg20_SNNk15	7
PARM1	hvg20_SNNk15	7
RAB3C	hvg20_SNNk15	7
PWWP3B	hvg20_SNNk15	7
TSTD1	hvg20_SNNk15	7
SULT4A1	hvg20_SNNk15	7
CALB2	hvg20_SNNk15	7
SLC26A11	hvg20_SNNk15	7
SST	hvg20_SNNk15	7
INA	hvg20_SNNk15	7
PIANP	hvg20_SNNk15	7
GPRASP2	hvg20_SNNk15	7
KLHDC8B	hvg20_SNNk15	7
ACHE	hvg20_SNNk15	7
TMEM246	hvg20_SNNk15	7
ELMOD1	hvg20_SNNk15	7
SLC6A15	hvg20_SNNk15	7
JPH4	hvg20_SNNk15	7
TMEM17	hvg20_SNNk15	7
CTXN1	hvg20_SNNk15	7
USP27X	hvg20_SNNk15	7
SYNGR3	hvg20_SNNk15	7
CADPS	hvg20_SNNk15	7
GNG2	hvg20_SNNk15	7
FGF13	hvg20_SNNk15	7
LONRF2	hvg20_SNNk15	7
DNM1	hvg20_SNNk15	7
CNIH2	hvg20_SNNk15	7
CHGA	hvg20_SNNk15	7
CELF6	hvg20_SNNk15	7
FXYD7	hvg20_SNNk15	7
NEFL	hvg20_SNNk15	7
VWA5A	hvg20_SNNk15	7
TM2D3	hvg20_SNNk15	7
TTC9B	hvg20_SNNk15	7
GPX3	hvg20_SNNk15	7
HPRT1	hvg20_SNNk15	7
KIAA1324	hvg20_SNNk15	7
NRSN1	hvg20_SNNk15	7
RALYL	hvg20_SNNk15	7
GPRASP1	hvg20_SNNk15	7
SCN9A	hvg20_SNNk15	7
TUSC3	hvg20_SNNk15	7
FBLL1	hvg20_SNNk15	7
KCTD10	hvg20_SNNk15	7
NNAT	hvg20_SNNk15	7
GNG4	hvg20_SNNk15	7
CARTPT	hvg20_SNNk15	7
VAT1	hvg20_SNNk15	7
SPINT2	hvg20_SNNk15	7
FAM174A	hvg20_SNNk15	7
PNMA3	hvg20_SNNk15	7
PACSIN1	hvg20_SNNk15	7
SYN2	hvg20_SNNk15	7
CD200	hvg20_SNNk15	7
CAMK2N2	hvg20_SNNk15	7
CYB561	hvg20_SNNk15	7
C1QTNF4	hvg20_SNNk15	7
GRIA4	hvg20_SNNk15	7
CDK5R1	hvg20_SNNk15	7
SSBP4	hvg20_SNNk15	7
TSPYL2	hvg20_SNNk15	7
SMARCA1	hvg20_SNNk15	7
PNCK	hvg20_SNNk15	7
CELF4	hvg20_SNNk15	7
TMEM271	hvg20_SNNk15	7
GUCY1B1	hvg20_SNNk15	7
SVOP	hvg20_SNNk15	7
PTPRN	hvg20_SNNk15	7
SCN3A	hvg20_SNNk15	7
PGAP1	hvg20_SNNk15	7
SLC12A5	hvg20_SNNk15	7
AHI1	hvg20_SNNk15	7
SYT1	hvg20_SNNk15	7
NAP1L3	hvg20_SNNk15	7
TMEM158	hvg20_SNNk15	7
EPDR1	hvg20_SNNk15	7
ECE2	hvg20_SNNk15	7
BAIAP3	hvg20_SNNk15	7
ZCCHC12	hvg20_SNNk15	7
FNDC10	hvg20_SNNk15	7
NSG1	hvg20_SNNk15	7
BEX5	hvg20_SNNk15	7
GRIN1	hvg20_SNNk15	7
GALNT16	hvg20_SNNk15	7
SDC2	hvg20_SNNk15	7
NLGN4X	hvg20_SNNk15	7
SV2C	hvg20_SNNk15	7
JPT1	hvg20_SNNk15	7
CELF3	hvg20_SNNk15	7
RTP5	hvg20_SNNk15	7
SNAP91	hvg20_SNNk15	7
PNMA8A	hvg20_SNNk15	7
SYT5	hvg20_SNNk15	7
SNX10	hvg20_SNNk15	7
VGF	hvg20_SNNk15	7
LINC00672	hvg20_SNNk15	7
SHC2	hvg20_SNNk15	7
NEFH	hvg20_SNNk15	7
PAK3	hvg20_SNNk15	7
MEG3	hvg20_SNNk15	7
RPAIN	hvg20_SNNk15	7
CDKN2D	hvg20_SNNk15	7
DGUOK	hvg20_SNNk15	7
FABP6	hvg20_SNNk15	7
NECAB2	hvg20_SNNk15	7
NRXN1	hvg20_SNNk15	7
HSPA4L	hvg20_SNNk15	7
SYN1	hvg20_SNNk15	7
ARHGDIG	hvg20_SNNk15	7
TRO	hvg20_SNNk15	7
UNC5D	hvg20_SNNk15	7
SYT13	hvg20_SNNk15	7
MAGEE1	hvg20_SNNk15	7
MOAP1	hvg20_SNNk15	7
SLC6A17	hvg20_SNNk15	7
FNDC3A	hvg20_SNNk15	7
DNAJA4	hvg20_SNNk15	7
VAT1L	hvg20_SNNk15	7
PNMA8C	hvg20_SNNk15	7
IFI6	hvg20_SNNk15	7
RUNDC3A	hvg20_SNNk15	7
REEP1	hvg20_SNNk15	7
PNMA8B	hvg20_SNNk15	7
NUDT11	hvg20_SNNk15	7
NBDY	hvg20_SNNk15	7
RGS4	hvg20_SNNk15	7
SYBU	hvg20_SNNk15	7
CMIP	hvg20_SNNk15	7
MBTPS1	hvg20_SNNk15	7
CACNB2	hvg20_SNNk15	7
NELL2	hvg20_SNNk15	7
RIT2	hvg20_SNNk15	7
SYP	hvg20_SNNk15	7
GLOD4	hvg20_SNNk15	7
PTS	hvg20_SNNk15	7
NAPB	hvg20_SNNk15	7
PRKAR1B	hvg20_SNNk15	7
GABRB3	hvg20_SNNk15	7
MIAT	hvg20_SNNk15	7
RFK	hvg20_SNNk15	7
ACOT7	hvg20_SNNk15	7
TAGLN3	hvg20_SNNk15	7
OGDHL	hvg20_SNNk15	7
PLPPR2	hvg20_SNNk15	7
DUSP26	hvg20_SNNk15	7
PCSK2	hvg20_SNNk15	7
CCDC28A	hvg20_SNNk15	7
TMEM130	hvg20_SNNk15	7
MAEA	hvg20_SNNk15	7
GABBR2	hvg20_SNNk15	7
CRIP2	hvg20_SNNk15	7
FAM131A	hvg20_SNNk15	7
CASD1	hvg20_SNNk15	7
PCBD1	hvg20_SNNk15	7
UBE2QL1	hvg20_SNNk15	7
NAP1L5	hvg20_SNNk15	7
REEP2	hvg20_SNNk15	7
CCNDBP1	hvg20_SNNk15	7
AKAP12	hvg20_SNNk15	7
LRRN2	hvg20_SNNk15	7
KIF3C	hvg20_SNNk15	7
H1FX	hvg20_SNNk15	7
TMEM248	hvg20_SNNk15	7
CADM1	hvg20_SNNk15	7
GSTA4	hvg20_SNNk15	7
APMAP	hvg20_SNNk15	7
PAM	hvg20_SNNk15	7
PDXP	hvg20_SNNk15	7
ST8SIA3	hvg20_SNNk15	7
GNG3	hvg20_SNNk15	7
RAB6B	hvg20_SNNk15	7
NAP1L2	hvg20_SNNk15	7
FAM155A	hvg20_SNNk15	7
SV2A	hvg20_SNNk15	7
PTPRN2	hvg20_SNNk15	7
MAGEF1	hvg20_SNNk15	7
RBFOX2	hvg20_SNNk15	7
MAPK8IP2	hvg20_SNNk15	7
MAPRE3	hvg20_SNNk15	7
UBE2B	hvg20_SNNk15	7
RAB3A	hvg20_SNNk15	7
SUSD4	hvg20_SNNk15	7
PEG10	hvg20_SNNk15	7
BLOC1S6	hvg20_SNNk15	7
COPS4	hvg20_SNNk15	7
CRMP1	hvg20_SNNk15	7
DMTN	hvg20_SNNk15	7
UBE2S	hvg20_SNNk15	7
CSRNP3	hvg20_SNNk15	7
TMEM179	hvg20_SNNk15	7
MAP2K4	hvg20_SNNk15	7
NPTXR	hvg20_SNNk15	7
LYSMD2	hvg20_SNNk15	7
FBXL16	hvg20_SNNk15	7
TSPYL4	hvg20_SNNk15	7
MAP2K1	hvg20_SNNk15	7
SLC1A4	hvg20_SNNk15	7
CRELD1	hvg20_SNNk15	7
JPH3	hvg20_SNNk15	7
TCEAL1	hvg20_SNNk15	7
GLRB	hvg20_SNNk15	7
TMEM14A	hvg20_SNNk15	7
INPP5F	hvg20_SNNk15	7
MBOAT7	hvg20_SNNk15	7
MAST1	hvg20_SNNk15	7
MEAF6	hvg20_SNNk15	7
LPCAT4	hvg20_SNNk15	7
SGSM1	hvg20_SNNk15	7
RANGAP1	hvg20_SNNk15	7
SCN3B	hvg20_SNNk15	7
GPR162	hvg20_SNNk15	7
CDIPT	hvg20_SNNk15	7
PLXNC1	hvg20_SNNk15	7
STAT1	hvg20_SNNk15	7
STXBP1	hvg20_SNNk15	7
KIF5A	hvg20_SNNk15	7
HK1	hvg20_SNNk15	7
ZNF25	hvg20_SNNk15	7
ABHD14A	hvg20_SNNk15	7
GAS6	hvg20_SNNk15	7
ADGRB3	hvg20_SNNk15	7
PODXL2	hvg20_SNNk15	7
NSF	hvg20_SNNk15	7
TPRG1L	hvg20_SNNk15	7
NUDT21	hvg20_SNNk15	7
TCEAL6	hvg20_SNNk15	7
PFKP	hvg20_SNNk15	7
NCDN	hvg20_SNNk15	7
P4HTM	hvg20_SNNk15	7
SEZ6L2	hvg20_SNNk15	7
TP53BP1	hvg20_SNNk15	7
ATP13A2	hvg20_SNNk15	7
SHISA5	hvg20_SNNk15	7
HSD11B1L	hvg20_SNNk15	7
ARHGEF9	hvg20_SNNk15	7
LY6E	hvg20_SNNk15	7
PGM2L1	hvg20_SNNk15	7
SLC9A6	hvg20_SNNk15	7
ATP8A2	hvg20_SNNk15	7
OCIAD2	hvg20_SNNk15	7
HSPA13	hvg20_SNNk15	7
TUBA4A	hvg20_SNNk15	7
C11orf49	hvg20_SNNk15	7
NLRP1	hvg20_SNNk15	7
ANXA6	hvg20_SNNk15	7
PRRT1	hvg20_SNNk15	7
GNB5	hvg20_SNNk15	7
SYNJ1	hvg20_SNNk15	7
SLC2A3	hvg20_SNNk15	7
LIN7B	hvg20_SNNk15	7
DCTN3	hvg20_SNNk15	7
CMAS	hvg20_SNNk15	7
USP11	hvg20_SNNk15	7
ISCU	hvg20_SNNk15	7
NDN	hvg20_SNNk15	7
HSPH1	hvg20_SNNk15	7
AMPD2	hvg20_SNNk15	7
BMERB1	hvg20_SNNk15	7
MAGEH1	hvg20_SNNk15	7
HPCAL1	hvg20_SNNk15	7
TBC1D9	hvg20_SNNk15	7
ATP6V1B2	hvg20_SNNk15	7
SNCG	hvg20_SNNk15	7
SCAMP5	hvg20_SNNk15	7
HSDL1	hvg20_SNNk15	7
TTC19	hvg20_SNNk15	7
PTPRM	hvg20_SNNk15	7
NPTN	hvg20_SNNk15	7
KBTBD6	hvg20_SNNk15	7
SGSM2	hvg20_SNNk15	7
PSD	hvg20_SNNk15	7
PI4KA	hvg20_SNNk15	7
CCT8	hvg20_SNNk15	7
ATP6V1A	hvg20_SNNk15	7
FRRS1L	hvg20_SNNk15	7
STARD3NL	hvg20_SNNk15	7
PFKM	hvg20_SNNk15	7
CISD1	hvg20_SNNk15	7
AUXG01000058.1	hvg20_SNNk15	7
EEF1A2	hvg20_SNNk15	7
TSPYL5	hvg20_SNNk15	7
CFAP36	hvg20_SNNk15	7
NISCH	hvg20_SNNk15	7
FAM241B	hvg20_SNNk15	7
FDX2	hvg20_SNNk15	7
CHN1	hvg20_SNNk15	7
TAF9	hvg20_SNNk15	7
ZSCAN18	hvg20_SNNk15	7
ATP1A3	hvg20_SNNk15	7
PNMA2	hvg20_SNNk15	7
B3GALNT1	hvg20_SNNk15	7
ARPC5L	hvg20_SNNk15	7
DNAJC5	hvg20_SNNk15	7
KIFAP3	hvg20_SNNk15	7
TCAF1	hvg20_SNNk15	7
BLCAP	hvg20_SNNk15	7
GABARAPL1	hvg20_SNNk15	7
CDS2	hvg20_SNNk15	7
SELENOH	hvg20_SNNk15	7
ABAT	hvg20_SNNk15	7
ATP6V1H	hvg20_SNNk15	7
GDAP1	hvg20_SNNk15	7
GOT1	hvg20_SNNk15	7
GRIA1	hvg20_SNNk15	7
PRKACA	hvg20_SNNk15	7
SUMO1	hvg20_SNNk15	7
C12orf10	hvg20_SNNk15	7
TMX4	hvg20_SNNk15	7
PHYHIP	hvg20_SNNk15	7
ZER1	hvg20_SNNk15	7
ENTPD6	hvg20_SNNk15	7
SEC23A	hvg20_SNNk15	7
SUMO3	hvg20_SNNk15	7
NCS1	hvg20_SNNk15	7
NRSN2	hvg20_SNNk15	7
BMPR2	hvg20_SNNk15	7
MCFD2	hvg20_SNNk15	7
OLFM1	hvg20_SNNk15	7
LY6H	hvg20_SNNk15	7
MDH2	hvg20_SNNk15	7
CCT5	hvg20_SNNk15	7
PCYOX1	hvg20_SNNk15	7
FKBP4	hvg20_SNNk15	7
HRAS	hvg20_SNNk15	7
TCEAL2	hvg20_SNNk15	7
NME1	hvg20_SNNk15	7
ZYG11B	hvg20_SNNk15	7
DYNLT3	hvg20_SNNk15	7
STRAP	hvg20_SNNk15	7
MAP6	hvg20_SNNk15	7
THY1	hvg20_SNNk15	7
EPM2AIP1	hvg20_SNNk15	7
TSPYL1	hvg20_SNNk15	7
ATXN7L3B	hvg20_SNNk15	7
ATP6V1C1	hvg20_SNNk15	7
GABBR1	hvg20_SNNk15	7
VSNL1	hvg20_SNNk15	8
DLX1	hvg20_SNNk15	9
GABRG2	hvg20_SNNk15	9
ELAVL2	hvg20_SNNk15	9
SLC17A6	hvg20_SNNk15	9
FOXG1	hvg20_SNNk15	9
ATCAY	hvg20_SNNk15	9
ARHGAP36	hvg20_SNNk15	9
GAD1	hvg20_SNNk15	9
GAD2	hvg20_SNNk15	9
CHGA	hvg20_SNNk15	9
TMEM35A	hvg20_SNNk15	9
RADX	hvg20_SNNk15	9
AL035425.3	hvg20_SNNk15	9
HS6ST2	hvg20_SNNk15	9
SCN2A	hvg20_SNNk15	9
MAGEL2	hvg20_SNNk15	9
VSNL1	hvg20_SNNk15	9
CLSTN3	hvg20_SNNk15	9
NECAP1	hvg20_SNNk15	9
NGB	hvg20_SNNk15	9
CARTPT	hvg20_SNNk15	9
SNCB	hvg20_SNNk15	9
CELF5	hvg20_SNNk15	9
L1CAM	hvg20_SNNk15	9
SLC4A10	hvg20_SNNk15	9
SYN2	hvg20_SNNk15	9
FGF14	hvg20_SNNk15	9
RAB3B	hvg20_SNNk15	9
DIRAS3	hvg20_SNNk15	9
PNCK	hvg20_SNNk15	9
ACHE	hvg20_SNNk15	9
PNMA3	hvg20_SNNk15	9
SEZ6L	hvg20_SNNk15	9
VSTM2L	hvg20_SNNk15	9
GPRASP2	hvg20_SNNk15	9
HPRT1	hvg20_SNNk15	9
RALYL	hvg20_SNNk15	9
SLIT1	hvg20_SNNk15	9
SLC26A11	hvg20_SNNk15	9
TSPAN13	hvg20_SNNk15	9
SULT4A1	hvg20_SNNk15	9
CD200	hvg20_SNNk15	9
SYT13	hvg20_SNNk15	9
GRIA1	hvg20_SNNk15	9
CDK5R1	hvg20_SNNk15	9
QPCT	hvg20_SNNk15	9
NUDT11	hvg20_SNNk15	9
LONRF2	hvg20_SNNk15	9
CHGB	hvg20_SNNk15	9
CALB2	hvg20_SNNk15	9
TTC9B	hvg20_SNNk15	9
SYNGR3	hvg20_SNNk15	9
PACSIN1	hvg20_SNNk15	9
TUSC3	hvg20_SNNk15	9
LPCAT4	hvg20_SNNk15	9
NAP1L2	hvg20_SNNk15	9
DNM1	hvg20_SNNk15	9
EFNB3	hvg20_SNNk15	9
HPCAL1	hvg20_SNNk15	9
GLRB	hvg20_SNNk15	9
GRIN1	hvg20_SNNk15	9
MAGEE1	hvg20_SNNk15	9
GPRASP1	hvg20_SNNk15	9
UBE2QL1	hvg20_SNNk15	9
NELL2	hvg20_SNNk15	9
INA	hvg20_SNNk15	9
GALNT16	hvg20_SNNk15	9
SYN1	hvg20_SNNk15	9
SLC12A5	hvg20_SNNk15	9
GABBR2	hvg20_SNNk15	9
GNG2	hvg20_SNNk15	9
NPTXR	hvg20_SNNk15	9
CAMK2N2	hvg20_SNNk15	9
CELF4	hvg20_SNNk15	9
SCN3B	hvg20_SNNk15	9
ST8SIA3	hvg20_SNNk15	9
SNAP91	hvg20_SNNk15	9
PIANP	hvg20_SNNk15	9
TSPYL2	hvg20_SNNk15	9
HSPA4L	hvg20_SNNk15	9
CALB1	hvg20_SNNk15	9
NAP1L3	hvg20_SNNk15	9
AMPH	hvg20_SNNk15	9
NRXN1	hvg20_SNNk15	9
SPINT2	hvg20_SNNk15	9
RAB3A	hvg20_SNNk15	9
CNIH2	hvg20_SNNk15	9
TRDN	hvg20_SNNk15	10
WIF1	hvg20_SNNk15	10
CRYM	hvg20_SNNk15	10
EDN3	hvg20_SNNk15	10
FRZB	hvg20_SNNk15	10
COL1A2	hvg20_SNNk15	11
SCGN	hvg20_SNNk15	12
TH	hvg20_SNNk15	12
PCSK1	hvg20_SNNk15	12
DAPL1	hvg20_SNNk15	13
SCGN	hvg20_SNNk15	13
TH	hvg20_SNNk15	13
NPY1R	hvg20_SNNk15	14
IGFBP3	hvg20_SNNk15	14
TAC3	hvg20_SNNk15	14
TBX3	hvg20_SNNk15	14
GLRA2	hvg20_SNNk15	14
GABRE	hvg20_SNNk15	14
GABRQ	hvg20_SNNk15	14
ISL1	hvg20_SNNk15	14
AGRP	hvg20_SNNk15	14
MIR7-3HG	hvg20_SNNk15	14
PWWP3B	hvg20_SNNk15	14
AL035425.3	hvg20_SNNk15	14
WIF1	hvg20_SNNk15	14
DLK1	hvg20_SNNk15	14
TMEM114	hvg20_SNNk15	14
RADX	hvg20_SNNk15	14
QPCT	hvg20_SNNk15	14
SHISAL2B	hvg20_SNNk15	14
FNDC9	hvg20_SNNk15	14
PGR	hvg20_SNNk15	14
GHRH	hvg20_SNNk15	14
ARHGAP36	hvg20_SNNk15	14
PCOLCE2	hvg20_SNNk15	14
TMOD1	hvg20_SNNk15	14
SSTR1	hvg20_SNNk15	14
PRLR	hvg20_SNNk15	14
NPY	hvg20_SNNk15	14
TDRD9	hvg20_SNNk15	14
SV2C	hvg20_SNNk15	14
IGSF1	hvg20_SNNk15	14
NPTX2	hvg20_SNNk15	14
NGB	hvg20_SNNk15	14
PTGER3	hvg20_SNNk15	14
SCN9A	hvg20_SNNk15	14
PARM1	hvg20_SNNk15	14
NXPH1	hvg20_SNNk15	14
FGF14	hvg20_SNNk15	14
KIAA1324	hvg20_SNNk15	14
IL13RA2	hvg20_SNNk15	14
RBP4	hvg20_SNNk15	14
MAGEL2	hvg20_SNNk15	14
TAC1	hvg20_SNNk15	14
LBH	hvg20_SNNk15	14
GRIK1	hvg20_SNNk15	14
EPCAM	hvg20_SNNk15	14
CARTPT	hvg20_SNNk15	14
CELF5	hvg20_SNNk15	14
TSPAN13	hvg20_SNNk15	14
MIAT	hvg20_SNNk15	14
VWA5A	hvg20_SNNk15	14
L1CAM	hvg20_SNNk15	14
SLC26A11	hvg20_SNNk15	14
CELF3	hvg20_SNNk15	14
TRO	hvg20_SNNk15	14
CLSTN3	hvg20_SNNk15	14
TSTD1	hvg20_SNNk15	14
TMEM17	hvg20_SNNk15	14
USP27X	hvg20_SNNk15	14
FBLL1	hvg20_SNNk15	14
NLGN4X	hvg20_SNNk15	14
AMPH	hvg20_SNNk15	14
KLHDC8B	hvg20_SNNk15	14
SVOP	hvg20_SNNk15	14
CELF6	hvg20_SNNk15	14
FKBP11	hvg20_SNNk15	14
TTC8	hvg20_SNNk15	14
JPH4	hvg20_SNNk15	14
EFNB3	hvg20_SNNk15	14
FNDC10	hvg20_SNNk15	14
PNMA6F	hvg20_SNNk15	14
KCTD10	hvg20_SNNk15	14
SUSD4	hvg20_SNNk15	14
TMEM179	hvg20_SNNk15	14
SYT5	hvg20_SNNk15	14
PNMA3	hvg20_SNNk15	14
PIANP	hvg20_SNNk15	14
CYB561	hvg20_SNNk15	14
ST8SIA3	hvg20_SNNk15	14
NUDT11	hvg20_SNNk15	14
GABRB3	hvg20_SNNk15	14
CACNB2	hvg20_SNNk15	14
HBA1	hvg20_SNNk15	15
SCGN	hvg20_SNNk15	16
PDYN	hvg20_SNNk15	17
DRD1	hvg20_SNNk15	18
LHX8	hvg20_SNNk15	19
