gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000198841	KTI12				776						1	776
ENSG00000198843	SELENOT							398			1	398
ENSG00000198856	OSTC		589								1	589
ENSG00000198873	GRK5		870								1	870
ENSG00000198886	MT-ND4	7	5	9	11	32	21	14	12	11	9	13.5555555555556
ENSG00000198888	MT-ND1	8	7	11	20	48	19	18	11	17	9	17.6666666666667
ENSG00000198898	CAPZA2				658						1	658
ENSG00000198899	MT-ATP6	6	8	17	3	13	29	9	7	9	9	11.2222222222222
ENSG00000198910	L1CAM					462	682				2	572
ENSG00000198911	SREBF2					942	772	326			3	680
ENSG00000198918	RPL39	130			797		980	254			4	540.25
ENSG00000198919	DZIP3		508								1	508
ENSG00000198932	GPRASP1				611		781				2	696
ENSG00000198934	MAGEE1						500			305	2	402.5
ENSG00000198937	CCDC167	192									1	192
ENSG00000198938	MT-CO3	5	20	15	8	22	26	22	8	5	9	14.5555555555556
ENSG00000198959	TGM2		283								1	283
ENSG00000198961	PJA2			599		237					2	418
ENSG00000198963	RORB			481	1096						2	788.5
ENSG00000203485	INF2						816	180	298		3	431.333333333333
ENSG00000203618	GP1BB						981				1	981
ENSG00000203667	COX20									352	1	352
ENSG00000203685	STUM		691			1159					2	925
ENSG00000203709	MIR29B2CHG							409			1	409
ENSG00000203805	PLPP4				369						1	369
ENSG00000203879	GDI1	307	256					70	424		4	264.25
ENSG00000203930	LINC00632		111								1	111
ENSG00000203965	EFCAB7					861					1	861
ENSG00000204065	TCEAL5			713							1	713
ENSG00000204070	SYS1				1023						1	1023
ENSG00000204071	TCEAL6						393				1	393
ENSG00000204116	CHIC1								431		1	431
ENSG00000204120	GIGYF2		700								1	700
ENSG00000204128	C2orf72						1025				1	1025
ENSG00000204130	RUFY2					1174					1	1174
ENSG00000204152	TIMM23B								191		1	191
ENSG00000204175	GPRIN2	418									1	418
ENSG00000204217	BMPR2							347			1	347
ENSG00000204241	LINC02731		235								1	235
ENSG00000204267	TAP2		835								1	835
ENSG00000204271	SPIN3				876					117	2	496.5
ENSG00000204272	NBDY							210			1	210
ENSG00000204287	HLA-DRA							669			1	669
ENSG00000204308	RNF5					451					1	451
ENSG00000204314	PRRT1					299		582	239		3	373.333333333333
ENSG00000204334	ERICH2								357		1	357
ENSG00000204347	BTBD17						495	667			2	581
ENSG00000204387	SNHG32				370						1	370
ENSG00000204388	HSPA1B		21								1	21
ENSG00000204389	HSPA1A		19								1	19
ENSG00000204394	VARS							748			1	748
ENSG00000204406	MBD5		532								1	532
ENSG00000204463	BAG6							687			1	687
ENSG00000204525	HLA-C	25				640					2	332.5
ENSG00000204560	DHX16						685				1	685
ENSG00000204580	DDR1		607			1079					2	843
ENSG00000204592	HLA-E		496		598	882					3	658.666666666667
ENSG00000204619	PPP1R11		997								1	997
ENSG00000204628	RACK1							108			1	108
ENSG00000204681	GABBR1						594				1	594
ENSG00000204713	TRIM27	434			507						2	470.5
ENSG00000204843	DCTN1				566						1	566
ENSG00000204851	PNMA8B		841	746					363		3	650
ENSG00000204860	FAM201A					1129					1	1129
ENSG00000204899	MZT1				666						1	666
ENSG00000204922	UQCC3									357	1	357
ENSG00000204954	C12orf73	428									1	428
ENSG00000204991	SPIRE2							756			1	756
ENSG00000205084	TMEM231					708					1	708
ENSG00000205133	TRIQK								364		1	364
ENSG00000205138	SDHAF1						982				1	982
ENSG00000205155	PSENEN			733		841					2	787
ENSG00000205277	MUC12			492							1	492
ENSG00000205279	CTXN3						891				1	891
ENSG00000205336	ADGRG1						725			308	2	516.5
ENSG00000205339	IPO7									336	1	336
ENSG00000205352	PRR13						582				1	582
ENSG00000205356	TECPR1					591					1	591
ENSG00000205362	MT1A		371								1	371
ENSG00000205364	MT1M		108								1	108
ENSG00000205542	TMSB4X	33		316	38	116		426	157	119	7	172.142857142857
ENSG00000205581	HMGN1						357				1	357
ENSG00000205629	LCMT1						958				1	958
ENSG00000205704	LINC00634		506								1	506
ENSG00000205707	ETFRF1			702							1	702
ENSG00000205726	ITSN1							651			1	651
ENSG00000205765	C5orf51						750				1	750
ENSG00000205795	CYS1		783								1	783
ENSG00000205856	C22orf42							537	269		2	403
ENSG00000205927	OLIG2					899					1	899
ENSG00000205937	RNPS1	250									1	250
ENSG00000206052	DOK6									207	1	207
ENSG00000206140	TMEM191C						909				1	909
ENSG00000206172	HBA1		32	90	155	399	50	471	24	23	8	155.5
ENSG00000206503	HLA-A	20		208							2	114
ENSG00000206573	THUMPD3-AS1							346			1	346
ENSG00000206579	XKR4		130								1	130
ENSG00000211445	GPX3			664			102				2	383
ENSG00000211448	DIO2						663				1	663
ENSG00000211450	SELENOH	232		740		445					3	472.333333333333
ENSG00000212694	LINC01089	380									1	380
ENSG00000212907	MT-ND4L	35	26	94	105	620	67		186		7	161.857142857143
ENSG00000213024	NUP62									246	1	246
ENSG00000213088	ACKR1		65								1	65
ENSG00000213096	ZNF254		445								1	445
ENSG00000213123	TCTEX1D2						739				1	739
ENSG00000213145	CRIP1				278			264			2	271
ENSG00000213185	FAM24B							558			1	558
ENSG00000213190	MLLT11						100				1	100
ENSG00000213281	NRAS				813						1	813
ENSG00000213533	STIMATE					1094					1	1094
ENSG00000213585	VDAC1					915		395			2	655
ENSG00000213593	TMX2							369			1	369
ENSG00000213626	LBH			272	485						2	378.5
ENSG00000213741	RPS29		514	291	207	103		565		87	6	294.5
ENSG00000213760	ATP6V1G2				226			680			2	453
ENSG00000213928	IRF9	295									1	295
ENSG00000213965	NUDT19					897					1	897
ENSG00000213983	AP1G2							243			1	243
ENSG00000213995	NAXD									304	1	304
ENSG00000214022	REPIN1				1125						1	1125
ENSG00000214078	CPNE1						893				1	893
ENSG00000214087	ARL16									114	1	114
ENSG00000214113	LYRM4				576						1	576
ENSG00000214253	FIS1				1082						1	1082
ENSG00000214413	BBIP1							227			1	227
ENSG00000214548	MEG3	86	298	98		358	773	171		69	7	264.714285714286
ENSG00000214575	CPEB1	288									1	288
ENSG00000214595	EML6									197	1	197
ENSG00000214717	ZBED1		675				715				2	695
ENSG00000214753	HNRNPUL2				1180						1	1180
ENSG00000214756	CSKMT						202				1	202
ENSG00000215114	UBXN2B		278						250		2	264
ENSG00000215218	UBE2QL1						89				1	89
ENSG00000215252	GOLGA8B					644				269	2	456.5
ENSG00000215301	DDX3X		791								1	791
ENSG00000215421	ZNF407	410									1	410
ENSG00000215440	NPEPL1							770			1	770
ENSG00000215790	SLC35E2A									151	1	151
ENSG00000215845	TSTD1				1154	265	381		286		4	521.5
ENSG00000216490	IFI30		819								1	819
ENSG00000218336	TENM3						762				1	762
ENSG00000218739	CEBPZOS				965					212	2	588.5
ENSG00000219200	RNASEK	369	168	110	740	174	240				6	300.166666666667
ENSG00000219545	UMAD1			542		853					2	697.5
ENSG00000220161	LINC02076		949								1	949
ENSG00000220205	VAMP2				361	346		433			3	380
ENSG00000221838	AP4M1				1021						1	1021
ENSG00000221866	PLXNA4					532	401				2	466.5
ENSG00000221869	CEBPD		638								1	638
ENSG00000221886	ZBED8					1006					1	1006
ENSG00000221890	NPTXR			346							1	346
ENSG00000221914	PPP2R2A			603	1016						2	809.5
ENSG00000221946	FXYD7						591	68			2	329.5
ENSG00000221983	UBA52						250				1	250
ENSG00000221988	PPT2								210		1	210
ENSG00000223482	NUTM2A-AS1									291	1	291
ENSG00000223485	LINC01615					287					1	287
ENSG00000223501	VPS52						837				1	837
ENSG00000223572	CKMT1A		598			999					2	798.5
ENSG00000223797	ENTPD3-AS1				580						1	580
ENSG00000223891	OSER1-DT								213		1	213
ENSG00000224032	EPB41L4A-AS1				922						1	922
ENSG00000224078	SNHG14		253	137	270	428					4	272
ENSG00000224109	CENPVL3							601			1	601
ENSG00000224877	NDUFAF8		487			610					2	548.5
ENSG00000224982	TMEM233			232	350	549					3	377
ENSG00000225110	PNMA6F					706	196	581			3	494.333333333333
ENSG00000225206	MIR137HG								205		1	205
ENSG00000225746	MEG8			555							1	555
ENSG00000225783	MIAT					1032		479			2	755.5
ENSG00000225828	FAM229A				413	738					2	575.5
ENSG00000225973	PIGBOS1	458									1	458
ENSG00000226067	LINC00623			485							1	485
ENSG00000226091	LINC00937						291				1	291
ENSG00000226380	AC016831.1		102		479						2	290.5
ENSG00000226490	AC138647.1				1181						1	1181
ENSG00000226950	DANCR						330				1	330
ENSG00000227051	C14orf132			520							1	520
ENSG00000227345	PARG		297								1	297
ENSG00000227544	AC018647.1					1155					1	1155
ENSG00000227640	SOX21-AS1		851			856					2	853.5
ENSG00000228109	MELTF-AS1							657			1	657
ENSG00000228253	MT-ATP8	24	3	85	15	129	115	50	123		8	68
ENSG00000228300	FAM174C		114								1	114
ENSG00000228474	OST4		291								1	291
ENSG00000229117	RPL41	37	82	52	25	11	545	93	291	24	9	128.888888888889
ENSG00000229415	SFTA3			631	154		624				3	469.666666666667
ENSG00000229807	XIST		330			226					2	278
ENSG00000229833	PET100	314	729				302	623			4	492
ENSG00000230269	LINC02525								167		1	167
ENSG00000231074	HCG18								525		1	525
ENSG00000231312	MAP4K3-DT		713								1	713
ENSG00000231389	HLA-DPA1							430			1	430
ENSG00000231500	RPS18		149	193	166	168	116				5	158.4
ENSG00000232112	TMA7	141		212				545			3	299.333333333333
ENSG00000232258	TMEM114					574					1	574
ENSG00000232388	SMIM26			420							1	420
ENSG00000232677	LINC00665					776					1	776
ENSG00000232956	SNHG15				879						1	879
ENSG00000233559	LINC00513		690								1	690
ENSG00000233593	LINC02609			339							1	339
ENSG00000233670	PIRT		716		1055						2	885.5
ENSG00000233927	RPS28	425		55	206	55	452				5	238.6
ENSG00000233932	CTXN2								325		1	325
ENSG00000234377	OBI1-AS1		710								1	710
ENSG00000234741	GAS5				238			665			2	451.5
ENSG00000234745	HLA-B	19	385			318					3	240.666666666667
ENSG00000234899	SOX9-AS1								464		1	464
ENSG00000235106	BRD3OS				1020						1	1020
ENSG00000235162	C12orf75				1157						1	1157
ENSG00000235173	HGH1						690				1	690
ENSG00000235501	AC105942.1		531								1	531
ENSG00000235663	SAPCD1-AS1	270									1	270
ENSG00000235711	ANKRD34C						421				1	421
ENSG00000235823	OLMALINC				801						1	801
ENSG00000235961	PNMA6A							567			1	567
ENSG00000236279	CLEC2L				714	617	885	240			4	614
ENSG00000237515	SHISA9					1149					1	1149
ENSG00000237651	C2orf74					245					1	245
ENSG00000237949	LINC00844			273	341	994			68		4	419
ENSG00000238227	TMEM250					630					1	630
ENSG00000239672	NME1						637				1	637
ENSG00000239704	CDRT4	381									1	381
ENSG00000239779	WBP1						384				1	384
ENSG00000239900	ADSL									90	1	90
ENSG00000239911	PRKAG2-AS1		845		1050		923	205			4	755.75
ENSG00000240583	AQP1			113	570	440	1011	121	91		6	391
ENSG00000240694	PNMA2			560	970	177	318	91	80	92	7	326.857142857143
ENSG00000240857	RDH14			437							1	437
ENSG00000240891	PLCXD2		839			384		154			3	459
ENSG00000240972	MIF	55	58	48	145	57	36	183		285	8	108.375
ENSG00000241343	RPL36A		871		925	152	211	177			5	467.2
ENSG00000241360	PDXP		671		182						2	426.5
ENSG00000241404	EGFL8				971						1	971
ENSG00000241468	ATP5MF	226				714			149		3	363
ENSG00000241685	ARPC1A					892		588			2	740
ENSG00000241697	TMEFF1			300		506					2	403
ENSG00000241837	ATP5PO			497							1	497
ENSG00000241878	PISD				895					105	2	500
ENSG00000242114	MTFP1		992								1	992
ENSG00000242173	ARHGDIG			636	318			691			3	548.333333333333
ENSG00000242265	PEG10	148	76	10	97	39	72	451	70	58	9	113.444444444444
ENSG00000242372	EIF6		460								1	460
ENSG00000242485	MRPL20				429						1	429
ENSG00000242616	GNG10				96	973					2	534.5
ENSG00000242808	SOX2-OT					382					1	382
ENSG00000243056	EIF4EBP3							777			1	777
ENSG00000243147	MRPL33	317		149		1099					3	521.666666666667
ENSG00000243449	C4orf48			151			287				2	219
ENSG00000243509	TNFRSF6B									232	1	232
ENSG00000243678	NME2				839	1171					2	1005
ENSG00000243701	DUBR	474									1	474
ENSG00000243819	RN7SL832P		236								1	236
ENSG00000243955	GSTA1			40							1	40
ENSG00000244045	TMEM199		978								1	978
ENSG00000244274	DBNDD2				1193			774			2	983.5
ENSG00000244405	ETV5	361									1	361
ENSG00000244462	RBM12		526								1	526
ENSG00000244734	HBB	44	16	33	21	41	23	39	21	25	9	29.2222222222222
ENSG00000245060	LINC00847							480			1	480
ENSG00000245293	AC096564.1								132		1	132
ENSG00000245694	CRNDE				843		1030				2	936.5
ENSG00000245848	CEBPA						1050				1	1050
ENSG00000245910	SNHG6		400		998						2	699
ENSG00000246922	UBAP1L					566					1	566
ENSG00000247077	PGAM5						1015				1	1015
ENSG00000247271	ZBED5-AS1								258		1	258
ENSG00000247556	OIP5-AS1					745					1	745
ENSG00000248184	LINC02283							292			1	292
ENSG00000248333	CDK11B		800					627			2	713.5
ENSG00000248485	PCP4L1		352			747	137		349		4	396.25
ENSG00000248487	ABHD14A		796								1	796
ENSG00000248712	CCDC153								479		1	479
ENSG00000249307	LINC01088								447		1	447
ENSG00000249915	PDCD6	159									1	159
ENSG00000249937	LINC02223					531					1	531
ENSG00000249992	TMEM158	190		452	158	448	515	33	302		7	299.714285714286
ENSG00000250067	YJEFN3			683							1	683
ENSG00000250284	AC109439.2						1090				1	1090
ENSG00000250479	CHCHD10			297							1	297
ENSG00000250510	GPR162							576			1	576
ENSG00000250722	SELENOP				684						1	684
ENSG00000250934	AC016924.1						367				1	367
ENSG00000251442	LINC01094			491							1	491
ENSG00000251562	MALAT1	154	48	163	738	42	9		203	187	8	193
ENSG00000253230	LINC00599			293							1	293
ENSG00000253368	TRNP1						643				1	643
ENSG00000253549	CA3-AS1						403				1	403
ENSG00000253719	ATXN7L3B	460									1	460
ENSG00000253738	OTUD6B-AS1						947				1	947
ENSG00000254087	LYN								473		1	473
ENSG00000254402	LRRC24		999								1	999
ENSG00000254584	AL035078.1		164								1	164
ENSG00000254585	MAGEL2				259	221					2	240
ENSG00000254901	BORCS8			371							1	371
ENSG00000254999	BRK1				790						1	790
ENSG00000255046	AC069185.1		91								1	91
ENSG00000255302	EID1	157									1	157
ENSG00000255571	MIR9-3HG								300		1	300
ENSG00000255618	LINC02440						561				1	561
ENSG00000255690	TRIL				798						1	798
ENSG00000255823	MTRNR2L8	42	14	87	243	1041	85	389	457		8	294.75
ENSG00000256060	TRAPPC2B				910						1	910
ENSG00000256087	ZNF432		426								1	426
ENSG00000256463	SALL3								259		1	259
ENSG00000256618	MTRNR2L1		379							39	2	209
ENSG00000257057	C11orf97							340			1	340
ENSG00000257093	DENND11		932								1	932
ENSG00000257591	ZNF625			622							1	622
ENSG00000257698	GIHCG		170								1	170
ENSG00000257718	CPNE8-AS1		790								1	790
ENSG00000257727	CNPY2				583						1	583
ENSG00000257935	LHX5-AS1	271		205			104	120	135		5	167
ENSG00000258441	LINC00641		311								1	311
ENSG00000258548	LINC00645		945								1	945
ENSG00000258636	AL121821.2						423				1	423
ENSG00000258702	AL137786.1					1047			513		2	780
ENSG00000258947	TUBB3	109		150	1065	1008	78				5	482
ENSG00000259001	AL355075.4		678								1	678
ENSG00000259275	AC087477.2						519				1	519
ENSG00000259291	ZNF710-AS1								494		1	494
ENSG00000259330	INAFM2					1073					1	1073
ENSG00000259834	AL365361.1		287								1	287
ENSG00000260001	TGFBR3L	328	832								2	580
ENSG00000260032	NORAD	94			382	638					3	371.333333333333
ENSG00000260230	FRRS1L		416		1156	669					3	747
ENSG00000260244	AC104083.1				1009						1	1009
ENSG00000260804	LINC01963				724						1	724
ENSG00000260878	AC104072.1					846					1	846
ENSG00000260916	CCPG1	352				786	613				3	583.666666666667
ENSG00000260917	AL158212.3		646								1	646
ENSG00000260918	AC107398.3		331								1	331
ENSG00000261115	TMEM178B							682			1	682
ENSG00000261351	AC116913.1						915				1	915
ENSG00000261618	LINC02605		413								1	413
ENSG00000262246	CORO7	183									1	183
ENSG00000262655	SPON1				694						1	694
ENSG00000263001	GTF2I	409					503				2	456
ENSG00000263072	ZNF213-AS1				1080						1	1080
ENSG00000263155	MYZAP		372					732			2	552
ENSG00000263272	AC004148.1									358	1	358
ENSG00000264589	MAPT-AS1									68	1	68
ENSG00000264608	AC005726.3		793								1	793
ENSG00000264920	AC018521.5				426					78	2	252
ENSG00000265179	AP000894.2						808				1	808
ENSG00000265354	TIMM23					819					1	819
ENSG00000265681	RPL17	205		207	213	112	535				5	254.4
ENSG00000266074	BAHCC1							688			1	688
ENSG00000266402	SNHG25						738				1	738
ENSG00000266524	GDF10					412					1	412
ENSG00000266964	FXYD1					1119			528		2	823.5
ENSG00000266967	AARSD1	276			918						2	597
ENSG00000267053	AC092296.2							529			1	529
ENSG00000267100	ILF3-DT							188			1	188
ENSG00000267107	PCAT19		773								1	773
ENSG00000267121	AC008105.3		181								1	181
ENSG00000267368	UPK3BL1		913							121	2	517
ENSG00000267390	AC036176.1			662							1	662
ENSG00000267575	AC006504.5				1001						1	1001
ENSG00000267680	ZNF224			741							1	741
ENSG00000267796	LIN37						651				1	651
ENSG00000268089	GABRQ	114	62	20	18	25	52		106		7	56.7142857142857
ENSG00000268205	AC005261.1		303			982				347	3	544
ENSG00000268996	MAN1B1-DT						888				1	888
ENSG00000269028	MTRNR2L12	17	34	32	32	749	24	38	28	28	9	109.111111111111
ENSG00000269176	AP001160.3							673			1	673
ENSG00000269293	ZSCAN16-AS1								233		1	233
ENSG00000269386	RAB11B-AS1								320		1	320
ENSG00000269893	SNHG8						869				1	869
ENSG00000270866	AC067773.1					643					1	643
ENSG00000271870	AC024060.2	417									1	417
ENSG00000272009	AL121944.1		420								1	420
ENSG00000272047	GTF2H5									243	1	243
ENSG00000272106	AL691432.2								339		1	339
ENSG00000272398	CD24	385	44	37	253	74		5	20		7	116.857142857143
ENSG00000272449	AL139246.5						946	330			2	638
ENSG00000272573	MUSTN1				794						1	794
ENSG00000272886	DCP1A								460		1	460
ENSG00000273015	AC008124.1						660				1	660
ENSG00000273344	PAXIP1-AS1		785								1	785
ENSG00000273409	LINC02712								438		1	438
ENSG00000273437	AC108673.3		558								1	558
ENSG00000273611	ZNHIT3				357		543				2	450
ENSG00000273820	USP27X		795								1	795
ENSG00000274253	AC138649.1				869						1	869
ENSG00000274265	AC245297.3		906								1	906
ENSG00000274588	DGKK				495	898	285		74		4	438
ENSG00000274712	AC005332.4		567								1	567
ENSG00000274828	AC068473.5				1198						1	1198
ENSG00000274956	NKAIN3-IT1								197		1	197
ENSG00000275023	MLLT6				1108						1	1108
ENSG00000275052	PPP4R3B		649								1	649
ENSG00000275620	AL121827.2								353		1	353
ENSG00000276855	AC015922.3		957								1	957
ENSG00000277258	PCGF2									182	1	182
ENSG00000277283	AC004812.2	471									1	471
ENSG00000277443	MARCKS	102									1	102
ENSG00000277531	PNMA8C						1018				1	1018
ENSG00000277586	NEFL	225		405	138	300	747		160		6	329.166666666667
ENSG00000277972	CISD3							737			1	737
ENSG00000278053	DDX52	390									1	390
ENSG00000278195	SSTR3					1148					1	1148
ENSG00000278535	DHRS11							501			1	501
ENSG00000278558	TMEM191B		425								1	425
ENSG00000278817	AC007325.4						430				1	430
ENSG00000280165	PCDH20								519		1	519
ENSG00000280916	FOXCUT		212								1	212
ENSG00000282393	AC016588.2		383								1	383
ENSG00000282881	TMEM275						1028				1	1028
ENSG00000282885	AL627171.2		81	255		89					3	141.666666666667
ENSG00000283071	LBHD2		359	637	573	682	501	598	183		7	504.714285714286
ENSG00000283103	AC010642.2					1068	405				2	736.5
ENSG00000284691	AC073111.4									268	1	268
ENSG00000285184	AC244033.2							726			1	726
ENSG00000285410	GABPB1-IT1		698								1	698
ENSG00000285447	ZNF883			455							1	455
ENSG00000286214	AUXG01000058.1	143		107			589				3	279.666666666667
ENSG00000286342	AC073210.3			392							1	392
ENSG00000287001	AC010624.5		101								1	101
ENSG00000287104	AC097382.3	214									1	214
ENSG00000287151	C2orf27A					829					1	829
ENSG00000288062	AL136981.3						964				1	964
